 cattivin ( VERB ) 
 cronachisticissimi ( ADJECTIVE ) 
 cronachisticissimo ( ADJECTIVE ) 
 cronachistico ( ADJECTIVE ) 
 cronica ( ADJECTIVE ) 
 cronicari ( NOUN NOUN_SINGULAR ) 
 cronicario ( NOUN NOUN_SINGULAR ) 
 croniche ( ADJECTIVE ) 
 cronici ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cronicissima ( ADJECTIVE ) 
 cronicissime ( ADJECTIVE ) 
 cronicissimi ( ADJECTIVE ) 
 cronicissimo ( ADJECTIVE ) 
 cronico ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cronista ( NOUN NOUN_SINGULAR ) 
 croniste ( NOUN NOUN_SINGULAR ) 
 cronisti ( NOUN NOUN_SINGULAR ) 
 cronistica ( ADJECTIVE ) 
 cronistiche ( ADJECTIVE ) 
 cronistici ( ADJECTIVE ) 
 cronisticissima ( ADJECTIVE ) 
 cronisticissime ( ADJECTIVE ) 
 cronisticissimi ( ADJECTIVE ) 
 cronisticissimo ( ADJECTIVE ) 
 cronistico ( ADJECTIVE ) 
 cronistoria ( NOUN NOUN_SINGULAR ) 
 cronistorie ( NOUN NOUN_SINGULAR ) 
 crono ( NOUN NOUN_SINGULAR ) 
 cronografi ( NOUN NOUN_SINGULAR ) 
 cronografo ( NOUN NOUN_SINGULAR ) 
 cronologia ( NOUN NOUN_SINGULAR ) 
 cronologica ( ADJECTIVE ) 
 cronologicamente ( ADVERB ) 
 cronologiche ( ADJECTIVE ) 
 cronologici ( ADJECTIVE ) 
 cronologicissima ( ADJECTIVE ) 
 cronologicissime ( ADJECTIVE ) 
 cronologicissimi ( ADJECTIVE ) 
 cronologicissimo ( ADJECTIVE ) 
 cronologico ( ADJECTIVE ) 
 cronologie ( NOUN NOUN_SINGULAR ) 
 cronometra ( VERB ) 
 cronometraggi ( NOUN NOUN_SINGULAR ) 
 cronometraggio ( NOUN NOUN_SINGULAR ) 
 cronometrai ( VERB ) 
 cronometrammo ( VERB ) 
 cronometran ( VERB ) 
 cronometrando ( NOUN NOUN_GERUND ) 
 cronometrano ( VERB ) 
 cronometrante ( VERB_PRESENT_PARTICIPLE VERB ) 
 cronometranti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cronometrar ( VERB_INFINITIVE VERB ) 
 cronometrare ( VERB_INFINITIVE VERB ) 
 cronometraron ( VERB ) 
 cronometrarono ( VERB ) 
 cronometrasse ( VERB ) 
 cronometrasser ( VERB ) 
 cronometrassero ( VERB ) 
 cronometrassi ( VERB ) 
 cronometrassimo ( VERB ) 
 cronometraste ( VERB ) 
 cronometrasti ( VERB ) 
 cronometrata ( VERB_PAST_PARTICIPLE VERB ) 
 cronometrate ( VERB_PAST_PARTICIPLE VERB ) 
 cronometrati ( VERB_PAST_PARTICIPLE VERB ) 
 cronometrato ( VERB_PAST_PARTICIPLE VERB ) 
 cronometrava ( VERB ) 
 cronometravamo ( VERB ) 
 cronometravan ( VERB ) 
 cronometravano ( VERB ) 
 cronometravate ( VERB ) 
 cronometravi ( VERB ) 
 cronometravo ( VERB ) 
 cronometrera' ( VERB ) 
 cronometrerai ( VERB ) 
 cronometreran ( VERB ) 
 cronometreranno ( VERB ) 
 cronometrerebbe ( VERB ) 
 cronometrerebber ( VERB ) 
 cronometrerebbero ( VERB ) 
 cronometrerei ( VERB ) 
 cronometreremmo ( VERB ) 
 cronometreremo ( VERB ) 
 cronometrereste ( VERB ) 
 cronometreresti ( VERB ) 
 cronometrerete ( VERB ) 
 cronometrero' ( VERB ) 
 cronometrerà ( VERB ) 
 cronometrerò ( VERB ) 
 cronometri ( NOUN VERB NOUN_SINGULAR ) 
 cronometriamo ( VERB ) 
 cronometriate ( VERB ) 
 cronometrica ( ADJECTIVE ) 
 cronometriche ( ADJECTIVE ) 
 cronometrici ( ADJECTIVE ) 
 cronometricissima ( ADJECTIVE ) 
 cronometricissime ( ADJECTIVE ) 
 cronometricissimi ( ADJECTIVE ) 
 cronometricissimo ( ADJECTIVE ) 
 cronometrico ( ADJECTIVE ) 
 cronometrin ( VERB ) 
 cronometrino ( VERB ) 
 cronometrista ( NOUN NOUN_SINGULAR ) 
 cronometristi ( NOUN NOUN_SINGULAR ) 
 cronometro ( NOUN VERB NOUN_SINGULAR ) 
 cronometro' ( VERB ) 
 cronometrò ( VERB ) 
 cronoscalata ( NOUN NOUN_SINGULAR ) 
 cronoscalate ( NOUN NOUN_SINGULAR ) 
 cronotachigrafi ( NOUN NOUN_SINGULAR ) 
 cronotachigrafo ( NOUN NOUN_SINGULAR ) 
 croscera' ( VERB ) 
 croscerai ( VERB ) 
 crosceran ( VERB ) 
 crosceranno ( VERB ) 
 croscerebbe ( VERB ) 
 croscerebber ( VERB ) 
 croscerebbero ( VERB ) 
 croscerei ( VERB ) 
 crosceremmo ( VERB ) 
 crosceremo ( VERB ) 
 croscereste ( VERB ) 
 crosceresti ( VERB ) 
 croscerete ( VERB ) 
 croscero' ( VERB ) 
 croscerà ( VERB ) 
 croscerò ( VERB ) 
 crosci ( VERB ) 
 croscia ( VERB ) 
 crosciai ( VERB ) 
 crosciammo ( VERB ) 
 crosciamo ( VERB ) 
 croscian ( VERB ) 
 crosciando ( NOUN NOUN_GERUND ) 
 crosciano ( VERB ) 
 crosciante ( VERB_PRESENT_PARTICIPLE VERB ) 
 croscianti ( VERB_PRESENT_PARTICIPLE VERB ) 
 crosciar ( VERB_INFINITIVE VERB ) 
 crosciare ( VERB_INFINITIVE VERB ) 
 crosciaron ( VERB ) 
 crosciarono ( VERB ) 
 crosciasse ( VERB ) 
 crosciasser ( VERB ) 
 crosciassero ( VERB ) 
 crosciassi ( VERB ) 
 crosciassimo ( VERB ) 
 crosciaste ( VERB ) 
 crosciasti ( VERB ) 
 crosciata ( VERB_PAST_PARTICIPLE VERB ) 
 crosciate ( VERB_PAST_PARTICIPLE VERB ) 
 crosciati ( VERB_PAST_PARTICIPLE VERB ) 
 crosciato ( VERB_PAST_PARTICIPLE VERB ) 
 crosciava ( VERB ) 
 crosciavamo ( VERB ) 
 crosciavan ( VERB ) 
 crosciavano ( VERB ) 
 crosciavate ( VERB ) 
 crosciavi ( VERB ) 
 crosciavo ( VERB ) 
 croscin ( VERB ) 
 croscino ( VERB ) 
 croscio ( VERB ) 
 croscio' ( VERB ) 
 crosciò ( VERB ) 
 crossa ( VERB ) 
 crossai ( VERB ) 
 crossammo ( VERB ) 
 crossan ( VERB ) 
 crossando ( NOUN NOUN_GERUND ) 
 crossano ( VERB ) 
 crossante ( VERB_PRESENT_PARTICIPLE VERB ) 
 crossanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 crossar ( VERB_INFINITIVE VERB ) 
 crossare ( VERB_INFINITIVE VERB ) 
 crossaron ( VERB ) 
 crossarono ( VERB ) 
 crossasse ( VERB ) 
 crossasser ( VERB ) 
 crossassero ( VERB ) 
 crossassi ( VERB ) 
 crossassimo ( VERB ) 
 crossaste ( VERB ) 
 crossasti ( VERB ) 
 crossata ( VERB_PAST_PARTICIPLE VERB ) 
 crossate ( VERB_PAST_PARTICIPLE VERB ) 
 crossati ( VERB_PAST_PARTICIPLE VERB ) 
 crossato ( VERB_PAST_PARTICIPLE VERB ) 
 crossava ( VERB ) 
 crossavamo ( VERB ) 
 crossavan ( VERB ) 
 crossavano ( VERB ) 
 crossavate ( VERB ) 
 crossavi ( VERB ) 
 crossavo ( VERB ) 
 crossera' ( VERB ) 
 crosserai ( VERB ) 
 crosseran ( VERB ) 
 crosseranno ( VERB ) 
 crosserebbe ( VERB ) 
 crosserebber ( VERB ) 
 crosserebbero ( VERB ) 
 crosserei ( VERB ) 
 crosseremmo ( VERB ) 
 crosseremo ( VERB ) 
 crossereste ( VERB ) 
 crosseresti ( VERB ) 
 crosserete ( VERB ) 
 crossero' ( VERB ) 
 crosserà ( VERB ) 
 crosserò ( VERB ) 
 crossi ( VERB ) 
 crossiamo ( VERB ) 
 crossiate ( VERB ) 
 crossin ( VERB ) 
 crossino ( VERB ) 
 crosso ( VERB ) 
 crosso' ( VERB ) 
 crossò ( VERB ) 
 crosta ( NOUN NOUN_SINGULAR ) 
 crostacei ( NOUN NOUN_SINGULAR ) 
 crostaceo ( NOUN NOUN_SINGULAR ) 
 crostata ( NOUN NOUN_SINGULAR ) 
 crostate ( NOUN NOUN_SINGULAR ) 
 croste ( NOUN NOUN_SINGULAR ) 
 crostosa ( ADJECTIVE ) 
 crostose ( ADJECTIVE ) 
 crostosi ( ADJECTIVE ) 
 crostosissima ( ADJECTIVE ) 
 crostosissime ( ADJECTIVE ) 
 crostosissimi ( ADJECTIVE ) 
 crostosissimo ( ADJECTIVE ) 
 crostoso ( ADJECTIVE ) 
 crotonese ( ADJECTIVE ) 
 crotonesi ( ADJECTIVE ) 
 crotonesissima ( ADJECTIVE ) 
 crotonesissime ( ADJECTIVE ) 
 crotonesissimi ( ADJECTIVE ) 
 crotonesissimo ( ADJECTIVE ) 
 croupier ( NOUN NOUN_SINGULAR ) 
 cruccera' ( VERB ) 
 cruccerai ( VERB ) 
 crucceran ( VERB ) 
 crucceranno ( VERB ) 
 cruccerebbe ( VERB ) 
 cruccerebber ( VERB ) 
 cruccerebbero ( VERB ) 
 cruccerei ( VERB ) 
 crucceremmo ( VERB ) 
 crucceremo ( VERB ) 
 cruccereste ( VERB ) 
 crucceresti ( VERB ) 
 cruccerete ( VERB ) 
 cruccero' ( VERB ) 
 cruccerà ( VERB ) 
 cruccerò ( VERB ) 
 crucchi ( NOUN NOUN_SINGULAR ) 
 crucci ( NOUN VERB NOUN_SINGULAR ) 
 cruccia ( VERB ) 
 crucciai ( VERB ) 
 crucciammo ( VERB ) 
 crucciamo ( VERB ) 
 cruccian ( VERB ) 
 crucciando ( NOUN NOUN_GERUND ) 
 crucciano ( VERB ) 
 crucciante ( VERB_PRESENT_PARTICIPLE VERB ) 
 cruccianti ( VERB_PRESENT_PARTICIPLE VERB ) 
 crucciar ( VERB_INFINITIVE VERB ) 
 crucciare ( VERB_INFINITIVE VERB ) 
 crucciaron ( VERB ) 
 crucciarono ( VERB ) 
 crucciasse ( VERB ) 
 crucciasser ( VERB ) 
 crucciassero ( VERB ) 
 crucciassi ( VERB ) 
 crucciassimo ( VERB ) 
 crucciaste ( VERB ) 
 crucciasti ( VERB ) 
 crucciata ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 crucciate ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 crucciati ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 crucciatissima ( ADJECTIVE ) 
 crucciatissime ( ADJECTIVE ) 
 crucciatissimi ( ADJECTIVE ) 
 crucciatissimo ( ADJECTIVE ) 
 crucciato ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 crucciava ( VERB ) 
 crucciavamo ( VERB ) 
 crucciavan ( VERB ) 
 crucciavano ( VERB ) 
 crucciavate ( VERB ) 
 crucciavi ( VERB ) 
 crucciavo ( VERB ) 
 cruccin ( VERB ) 
 cruccino ( VERB ) 
 cruccio ( NOUN VERB NOUN_SINGULAR ) 
 cruccio' ( VERB ) 
 crucciò ( VERB ) 
 crucco ( NOUN NOUN_SINGULAR ) 
 cruciale ( ADJECTIVE ) 
 cruciali ( ADJECTIVE ) 
 crucialissima ( ADJECTIVE ) 
 crucialissime ( ADJECTIVE ) 
 crucialissimi ( ADJECTIVE ) 
 crucialissimo ( ADJECTIVE ) 
 cruciforme ( ADJECTIVE ) 
 cruciformi ( ADJECTIVE ) 
 cruciformissima ( ADJECTIVE ) 
 cruciformissime ( ADJECTIVE ) 
 cruciformissimi ( ADJECTIVE ) 
 cruciformissimo ( ADJECTIVE ) 
 cruciverba ( NOUN NOUN_SINGULAR ) 
 cruda ( ADJECTIVE ) 
 crude ( ADJECTIVE ) 
 crudele ( ADJECTIVE ) 
 crudeli ( ADJECTIVE ) 
 crudelissima ( ADJECTIVE ) 
 crudelissime ( ADJECTIVE ) 
 crudelissimi ( ADJECTIVE ) 
 crudelissimo ( ADJECTIVE ) 
 crudelmente ( ADVERB ) 
 crudelta' ( NOUN NOUN_SINGULAR ) 
 crudeltà ( NOUN NOUN_SINGULAR ) 
 crudezza ( NOUN NOUN_SINGULAR ) 
 crudezze ( NOUN NOUN_SINGULAR ) 
 crudi ( ADJECTIVE ) 
 crudissima ( ADJECTIVE ) 
 crudissime ( ADJECTIVE ) 
 crudissimi ( ADJECTIVE ) 
 crudissimo ( ADJECTIVE ) 
 crudo ( ADJECTIVE ) 
 cruenta ( ADJECTIVE ) 
 cruente ( ADJECTIVE ) 
 cruenti ( ADJECTIVE ) 
 cruentissima ( ADJECTIVE ) 
 cruentissime ( ADJECTIVE ) 
 cruentissimi ( ADJECTIVE ) 
 cruentissimo ( ADJECTIVE ) 
 cruento ( ADJECTIVE ) 
 cruise ( NOUN NOUN_SINGULAR ) 
 crumiri ( NOUN NOUN_SINGULAR ) 
 crumiro ( NOUN NOUN_SINGULAR ) 
 cruscheggera' ( VERB ) 
 cruscheggerai ( VERB ) 
 cruscheggeran ( VERB ) 
 cruscheggeranno ( VERB ) 
 cruscheggerebbe ( VERB ) 
 cruscheggerebber ( VERB ) 
 cruscheggerebbero ( VERB ) 
 cruscheggerei ( VERB ) 
 cruscheggeremmo ( VERB ) 
 cruscheggeremo ( VERB ) 
 cruscheggereste ( VERB ) 
 cruscheggeresti ( VERB ) 
 cruscheggerete ( VERB ) 
 cruscheggero' ( VERB ) 
 cruscheggerà ( VERB ) 
 cruscheggerò ( VERB ) 
 cruscheggi ( VERB ) 
 cruscheggia ( VERB ) 
 cruscheggiai ( VERB ) 
 cruscheggiammo ( VERB ) 
 cruscheggiamo ( VERB ) 
 cruscheggian ( VERB ) 
 cruscheggiando ( NOUN NOUN_GERUND ) 
 cruscheggiano ( VERB ) 
 cruscheggiante ( VERB_PRESENT_PARTICIPLE VERB ) 
 cruscheggianti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cruscheggiar ( VERB_INFINITIVE VERB ) 
 cruscheggiare ( VERB_INFINITIVE VERB ) 
 cruscheggiaron ( VERB ) 
 cruscheggiarono ( VERB ) 
 cruscheggiasse ( VERB ) 
 cruscheggiasser ( VERB ) 
 cruscheggiassero ( VERB ) 
 cruscheggiassi ( VERB ) 
 cruscheggiassimo ( VERB ) 
 cruscheggiaste ( VERB ) 
 cruscheggiasti ( VERB ) 
 cruscheggiata ( VERB_PAST_PARTICIPLE VERB ) 
 cruscheggiate ( VERB_PAST_PARTICIPLE VERB ) 
 cruscheggiati ( VERB_PAST_PARTICIPLE VERB ) 
 cruscheggiato ( VERB_PAST_PARTICIPLE VERB ) 
 cruscheggiava ( VERB ) 
 cruscheggiavamo ( VERB ) 
 cruscheggiavan ( VERB ) 
 cruscheggiavano ( VERB ) 
 cruscheggiavate ( VERB ) 
 cruscheggiavi ( VERB ) 
 cruscheggiavo ( VERB ) 
 cruscheggin ( VERB ) 
 cruscheggino ( VERB ) 
 cruscheggio ( VERB ) 
 cruscheggio' ( VERB ) 
 cruscheggiò ( VERB ) 
 cruscotti ( NOUN NOUN_SINGULAR ) 
 cruscotto ( NOUN NOUN_SINGULAR ) 
 ct ( NOUN NOUN_SINGULAR ) 
 cuba ( VERB ) 
 cubai ( VERB ) 
 cubammo ( VERB ) 
 cuban ( VERB ) 
 cubana ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cubando ( NOUN NOUN_GERUND ) 
 cubane ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cubani ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cubanissima ( ADJECTIVE ) 
 cubanissime ( ADJECTIVE ) 
 cubanissimi ( ADJECTIVE ) 
 cubanissimo ( ADJECTIVE ) 
 cubano ( NOUN VERB ADJECTIVE NOUN_SINGULAR ) 
 cubano-americana ( ADJECTIVE ) 
 cubano-americane ( ADJECTIVE ) 
 cubano-americani ( ADJECTIVE ) 
 cubano-americanissima ( ADJECTIVE ) 
 cubano-americanissime ( ADJECTIVE ) 
 cubano-americanissimi ( ADJECTIVE ) 
 cubano-americanissimo ( ADJECTIVE ) 
 cubano-americano ( ADJECTIVE ) 
 cubante ( VERB_PRESENT_PARTICIPLE VERB ) 
 cubanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cubar ( VERB_INFINITIVE VERB ) 
 cubare ( VERB_INFINITIVE VERB ) 
 cubaron ( VERB ) 
 cubarono ( VERB ) 
 cubasse ( VERB ) 
 cubasser ( VERB ) 
 cubassero ( VERB ) 
 cubassi ( VERB ) 
 cubassimo ( VERB ) 
 cubaste ( VERB ) 
 cubasti ( VERB ) 
 cubata ( VERB_PAST_PARTICIPLE VERB ) 
 cubate ( VERB_PAST_PARTICIPLE VERB ) 
 cubati ( VERB_PAST_PARTICIPLE VERB ) 
 cubato ( VERB_PAST_PARTICIPLE VERB ) 
 cubatura ( NOUN NOUN_SINGULAR ) 
 cubature ( NOUN NOUN_SINGULAR ) 
 cubava ( VERB ) 
 cubavamo ( VERB ) 
 cubavan ( VERB ) 
 cubavano ( VERB ) 
 cubavate ( VERB ) 
 cubavi ( VERB ) 
 cubavo ( VERB ) 
 cubera' ( VERB ) 
 cuberai ( VERB ) 
 cuberan ( VERB ) 
 cuberanno ( VERB ) 
 cuberebbe ( VERB ) 
 cuberebber ( VERB ) 
 cuberebbero ( VERB ) 
 cuberei ( VERB ) 
 cuberemmo ( VERB ) 
 cuberemo ( VERB ) 
 cubereste ( VERB ) 
 cuberesti ( VERB ) 
 cuberete ( VERB ) 
 cubero' ( VERB ) 
 cuberà ( VERB ) 
 cuberò ( VERB ) 
 cubetti ( NOUN NOUN_SINGULAR ) 
 cubetto ( NOUN NOUN_SINGULAR ) 
 cubi ( NOUN VERB NOUN_SINGULAR ) 
 cubiamo ( VERB ) 
 cubiate ( VERB ) 
 cubica ( ADJECTIVE ) 
 cubiche ( ADJECTIVE ) 
 cubici ( ADJECTIVE ) 
 cubicissima ( ADJECTIVE ) 
 cubicissime ( ADJECTIVE ) 
 cubicissimi ( ADJECTIVE ) 
 cubicissimo ( ADJECTIVE ) 
 cubico ( ADJECTIVE ) 
 cubicoli ( NOUN NOUN_SINGULAR ) 
 cubicolo ( NOUN NOUN_SINGULAR ) 
 cubin ( VERB ) 
 cubino ( VERB ) 
 cubismi ( NOUN NOUN_SINGULAR ) 
 cubismo ( NOUN NOUN_SINGULAR ) 
 cubista ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cubiste ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cubisti ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cubistissima ( ADJECTIVE ) 
 cubistissime ( ADJECTIVE ) 
 cubistissimi ( ADJECTIVE ) 
 cubistissimo ( ADJECTIVE ) 
 cubitale ( ADJECTIVE ) 
 cubitali ( ADJECTIVE ) 
 cubitalissima ( ADJECTIVE ) 
 cubitalissime ( ADJECTIVE ) 
 cubitalissimi ( ADJECTIVE ) 
 cubitalissimo ( ADJECTIVE ) 
 cubo ( NOUN VERB NOUN_SINGULAR ) 
 cubo' ( VERB ) 
 cubò ( VERB ) 
 cucca ( VERB ) 
 cuccagna ( NOUN NOUN_SINGULAR ) 
 cuccagne ( NOUN NOUN_SINGULAR ) 
 cuccai ( VERB ) 
 cuccammo ( VERB ) 
 cuccan ( VERB ) 
 cuccando ( NOUN NOUN_GERUND ) 
 cuccano ( VERB ) 
 cuccante ( VERB_PRESENT_PARTICIPLE VERB ) 
 cuccanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cuccar ( VERB_INFINITIVE VERB ) 
 cuccare ( VERB_INFINITIVE VERB ) 
 cuccaron ( VERB ) 
 cuccarono ( VERB ) 
 cuccasse ( VERB ) 
 cuccasser ( VERB ) 
 cuccassero ( VERB ) 
 cuccassi ( VERB ) 
 cuccassimo ( VERB ) 
 cuccaste ( VERB ) 
 cuccasti ( VERB ) 
 cuccata ( VERB_PAST_PARTICIPLE VERB ) 
 cuccate ( VERB_PAST_PARTICIPLE VERB ) 
 cuccati ( VERB_PAST_PARTICIPLE VERB ) 
 cuccato ( VERB_PAST_PARTICIPLE VERB ) 
 cuccava ( VERB ) 
 cuccavamo ( VERB ) 
 cuccavan ( VERB ) 
 cuccavano ( VERB ) 
 cuccavate ( VERB ) 
 cuccavi ( VERB ) 
 cuccavo ( VERB ) 
 cucce ( NOUN NOUN_SINGULAR ) 
 cuccera' ( VERB ) 
 cuccerai ( VERB ) 
 cucceran ( VERB ) 
 cucceranno ( VERB ) 
 cuccerebbe ( VERB ) 
 cuccerebber ( VERB ) 
 cuccerebbero ( VERB ) 
 cuccerei ( VERB ) 
 cucceremmo ( VERB ) 
 cucceremo ( VERB ) 
 cuccereste ( VERB ) 
 cucceresti ( VERB ) 
 cuccerete ( VERB ) 
 cuccero' ( VERB ) 
 cuccerà ( VERB ) 
 cuccerò ( VERB ) 
 cuccetta ( NOUN NOUN_SINGULAR ) 
 cuccette ( NOUN NOUN_SINGULAR ) 
 cucchera' ( VERB ) 
 cuccherai ( VERB ) 
 cuccheran ( VERB ) 
 cuccheranno ( VERB ) 
 cuccherebbe ( VERB ) 
 cuccherebber ( VERB ) 
 cuccherebbero ( VERB ) 
 cuccherei ( VERB ) 
 cuccheremmo ( VERB ) 
 cuccheremo ( VERB ) 
 cucchereste ( VERB ) 
 cuccheresti ( VERB ) 
 cuccherete ( VERB ) 
 cucchero' ( VERB ) 
 cuccherà ( VERB ) 
 cuccherò ( VERB ) 
 cucchi ( VERB ) 
 cucchiai ( NOUN NOUN_SINGULAR ) 
 cucchiaiata ( NOUN NOUN_SINGULAR ) 
 cucchiaiate ( NOUN NOUN_SINGULAR ) 
 cucchiaini ( NOUN NOUN_SINGULAR ) 
 cucchiaino ( NOUN NOUN_SINGULAR ) 
 cucchiaio ( NOUN NOUN_SINGULAR ) 
 cucchiamo ( VERB ) 
 cucchiate ( VERB ) 
 cucchin ( VERB ) 
 cucchino ( VERB ) 
 cucci ( VERB ) 
 cuccia ( NOUN VERB NOUN_SINGULAR ) 
 cucciai ( VERB ) 
 cucciammo ( VERB ) 
 cucciamo ( VERB ) 
 cuccian ( VERB ) 
 cucciando ( NOUN NOUN_GERUND ) 
 cucciano ( VERB ) 
 cucciante ( VERB_PRESENT_PARTICIPLE VERB ) 
 cuccianti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cucciar ( VERB_INFINITIVE VERB ) 
 cucciare ( VERB_INFINITIVE VERB ) 
 cucciaron ( VERB ) 
 cucciarono ( VERB ) 
 cucciasse ( VERB ) 
 cucciasser ( VERB ) 
 cucciassero ( VERB ) 
 cucciassi ( VERB ) 
 cucciassimo ( VERB ) 
 cucciaste ( VERB ) 
 cucciasti ( VERB ) 
 cucciata ( VERB_PAST_PARTICIPLE VERB ) 
 cucciate ( VERB_PAST_PARTICIPLE VERB ) 
 cucciati ( VERB_PAST_PARTICIPLE VERB ) 
 cucciato ( VERB_PAST_PARTICIPLE VERB ) 
 cucciava ( VERB ) 
 cucciavamo ( VERB ) 
 cucciavan ( VERB ) 
 cucciavano ( VERB ) 
 cucciavate ( VERB ) 
 cucciavi ( VERB ) 
 cucciavo ( VERB ) 
 cuccin ( VERB ) 
 cuccino ( VERB ) 
 cuccio ( VERB ) 
 cuccio' ( VERB ) 
 cuccioli ( NOUN NOUN_SINGULAR ) 
 cucciolo ( NOUN NOUN_SINGULAR ) 
 cucciò ( VERB ) 
 cucco ( VERB ) 
 cucco' ( VERB ) 
 cuccò ( VERB ) 
 cuce ( VERB ) 
 cucendo ( NOUN NOUN_GERUND ) 
 cucendogli ( NOUN NOUN_GERUND ) 
 cucente ( VERB_PRESENT_PARTICIPLE VERB ) 
 cucenti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cuci ( VERB ) 
 cuci' ( VERB ) 
 cucia ( VERB ) 
 cuciamo ( VERB ) 
 cucian ( VERB ) 
 cuciano ( VERB ) 
 cuciate ( VERB ) 
 cucii ( VERB ) 
 cucimmo ( VERB ) 
 cucina ( NOUN VERB NOUN_SINGULAR ) 
 cucinai ( VERB ) 
 cucinami ( VERB ) 
 cucinammo ( VERB ) 
 cucinan ( VERB ) 
 cucinando ( NOUN NOUN_GERUND ) 
 cucinandolo ( NOUN NOUN_GERUND ) 
 cucinano ( VERB ) 
 cucinante ( VERB_PRESENT_PARTICIPLE VERB ) 
 cucinanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cucinar ( VERB_INFINITIVE VERB ) 
 cucinare ( VERB_INFINITIVE VERB ) 
 cucinarla ( VERB_INFINITIVE VERB ) 
 cucinarli ( VERB_INFINITIVE VERB ) 
 cucinarlo ( VERB_INFINITIVE VERB ) 
 cucinaron ( VERB ) 
 cucinarono ( VERB ) 
 cucinarsi ( VERB_INFINITIVE VERB ) 
 cucinasse ( VERB ) 
 cucinasser ( VERB ) 
 cucinassero ( VERB ) 
 cucinassi ( VERB ) 
 cucinassimo ( VERB ) 
 cucinaste ( VERB ) 
 cucinasti ( VERB ) 
 cucinata ( VERB_PAST_PARTICIPLE VERB ) 
 cucinate ( VERB_PAST_PARTICIPLE VERB ) 
 cucinati ( VERB_PAST_PARTICIPLE VERB ) 
 cucinato ( VERB_PAST_PARTICIPLE VERB ) 
 cucinava ( VERB ) 
 cucinavamo ( VERB ) 
 cucinavan ( VERB ) 
 cucinavano ( VERB ) 
 cucinavate ( VERB ) 
 cucinavi ( VERB ) 
 cucinavo ( VERB ) 
 cucine ( NOUN NOUN_SINGULAR ) 
 cucinera' ( VERB ) 
 cucinerai ( VERB ) 
 cucineran ( VERB ) 
 cucineranno ( VERB ) 
 cucinerebbe ( VERB ) 
 cucinerebber ( VERB ) 
 cucinerebbero ( VERB ) 
 cucinerei ( VERB ) 
 cucineremmo ( VERB ) 
 cucineremo ( VERB ) 
 cucinereste ( VERB ) 
 cucineresti ( VERB ) 
 cucinerete ( VERB ) 
 cucinero' ( VERB ) 
 cucinerà ( VERB ) 
 cucinerò ( VERB ) 
 cucini ( VERB ) 
 cuciniamo ( VERB ) 
 cuciniate ( VERB ) 
 cuciniere ( NOUN NOUN_SINGULAR ) 
 cucinieri ( NOUN NOUN_SINGULAR ) 
 cucinin ( VERB ) 
 cucinino ( VERB ) 
 cucino ( VERB ) 
 cucino' ( VERB ) 
 cucinò ( VERB ) 
 cucio ( VERB ) 
 cucion ( VERB ) 
 cuciono ( VERB ) 
 cucir ( VERB_INFINITIVE VERB ) 
 cucira' ( VERB ) 
 cucirai ( VERB ) 
 cuciran ( VERB ) 
 cuciranno ( VERB ) 
 cucire ( VERB_INFINITIVE VERB ) 
 cucirebbe ( VERB ) 
 cucirebber ( VERB ) 
 cucirebbero ( VERB ) 
 cucirei ( VERB ) 
 cuciremmo ( VERB ) 
 cuciremo ( VERB ) 
 cucireste ( VERB ) 
 cuciresti ( VERB ) 
 cucirete ( VERB ) 
 cucirgli ( VERB_INFINITIVE VERB ) 
 cuciro' ( VERB ) 
 cuciron ( VERB ) 
 cucirono ( VERB ) 
 cucirsi ( VERB_INFINITIVE VERB ) 
 cucirà ( VERB ) 
 cucirò ( VERB ) 
 cucisse ( VERB ) 
 cucisser ( VERB ) 
 cucissero ( VERB ) 
 cucissi ( VERB ) 
 cucissimo ( VERB ) 
 cuciste ( VERB ) 
 cucisti ( VERB ) 
 cucita ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 cucite ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 cuciti ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 cucitissima ( ADJECTIVE ) 
 cucitissime ( ADJECTIVE ) 
 cucitissimi ( ADJECTIVE ) 
 cucitissimo ( ADJECTIVE ) 
